StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,D_PropCompGood70_1,D_PropHighGood70_1,D_PropLowGood70_1,D_PropCompBad70_1,D_PropBadHigh70_1,D_PropLowBad70_1,D_CompCheck,B_PropCompGood70_1,B_PropHighGood70_1,B_PropLowGood70_1,B_PropCompBad70_1,B_PropHighBad70_1,B_PropLowBad70_1,B_CompCheck,C_PropCompGood70_1,C_PropHighGood70_1,C_PropLowGood70_1,C_PropCompBad70_1,C_PropHighBad70_1,C_PropLowBad70_1,C_CompCheck,D_PropCompGood85_1,D_PropHighGood85_1,D_PropLowGood85_1,D_PropCompBad85_1,D_PropHighBad85_1,D_PropLowBad85_1,B_PropCompGood85_1,B_PropHighGood85_1,B_PropLowGood85_1,B_PropCompBad85_1,B_PropHighBad85_1,B_PropLowBad85_1,C_PropCompGood85_1,C_PropHighGood85_1,C_PropLowGood85_1,C_PropCompBad85_1,C_PropHighBad85_1,C_PropLowBad85_1,D_PropCompGood98_1,D_PropHighGood98_1,D_PropLowGood98_1,D_PropCompBad98_1,D_PropHighBad98_1,D_PropLowBad98_1,B_PropCompGood98_1,B_PropHighGood98_1,B_PropLowGood98_1,B_PropCompBad98_1,B_PropHighBad98_1,B_PropLowBad98_1,C_PropCompGood98_1,C_PropHighGood98_1,C_PropLowGood98_1,C_PropCompBad98_1,C_PropHighGood98_1,C_PropLowBad98_1,D_StabCompGood70_1,D_StabHighGood70_1,D_StabLowGood70_1,D_StabCompBad70_1,D_StabHighBad70_1,D_StabLowBad70_1,B_StabCompGood70_1,B_StabHighGood70_1,B_StabLowGood70_1,B_StabCompBad70_1,B_StabHighBad70_1,B_StabLowBad70_1,C_StabCompGood70_1,C_StabHighGood70_1,C_StabLowGood70_1,C_StabCompBad70_1,C_StabHighBad70_1,C_StabLowBad70_1,D_StabCompGood85_1,D_StabHighGood85_1,D_StabLowGood85_1,D_StabCompBad85_1,D_StabHighBad85_1,D_StabLowBad85_1,B_StabCompGood85_1,B_StabHighGood85_1,B_StabLowGood85_1,B_StabCompBad85_1,B_StabHighBad85_1,B_StabLowBad85_1,C_StabCompGood85_1,C_StabHighGood85_1,C_StabLowGood85_1,C_StabCompBad85_1,C_StabHighBad85_1,C_StabLowBad85_1,D_StabCompGood98_1,D_StabHighGood98_1,D_StabLowGood98_1,D_StabCompBad98_1,D_StabHighBad98_1,D_StabLowBad98_1,B_StabCompGood98_1,B_StabHighGood98_1,B_StabLowGood98_1,B_StabCompBad98_1,B_StabHighBad98_1,B_StabLowBad98_1,C_StabCompGood98_1,C_StabHighGood98_1,C_StabLowGood98_1,C_StabCompBad98_1,C_StabHighBad98_1,C_StabLowBad98_1,Feedback,PROLIFIC_PID,pay,time,STUDY_ID,SESSION_ID,Vignette,Group
12/20/21 11:33,12/20/21 11:35,IP Address,*******,100,103,TRUE,12/20/21 11:35,R_3MbzpWLjMG4mrir,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,61326399c4cb4f48f72f9847,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,61326399c4cb4f48f72f9847,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cc7e2ad47fa5381372d7,Bricofly,Stab_Loss_1
12/20/21 11:31,12/20/21 11:35,IP Address,*******,100,257,TRUE,12/20/21 11:35,R_R5doZtpHk8DvoS5,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f533cca31bf350009c01ac1,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f533cca31bf350009c01ac1,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0cbea40ad7e2bf68918e4,Bricofly,Prop_Loss_2
12/20/21 11:33,12/20/21 11:35,IP Address,*******,100,98,TRUE,12/20/21 11:35,R_1Igvy0QZ1u7xTuq,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6100b9bc3ca21392600e905c,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,-2,-2,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6100b9bc3ca21392600e905c,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0cc8e64e9a899fcc3f421,Bricofly,Stab_No_Loss
12/20/21 11:33,12/20/21 11:35,IP Address,*******,100,113,TRUE,12/20/21 11:35,R_2qqFqs1EKqEstAz,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,610018e24a38c13256a3a41b,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,n/a,610018e24a38c13256a3a41b,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cc8543c63b32fcc28a75,Bricofly,Stab_Loss_1
12/20/21 11:32,12/20/21 11:35,IP Address,*******,100,167,TRUE,12/20/21 11:35,R_2rwIt9YRxFOHeK8,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d83dba73dfcaa0019a3125f,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,-3,3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Everything was fine,5d83dba73dfcaa0019a3125f,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cc500a75cc48b26270e6,Drol,Prop_Loss_2
12/20/21 11:30,12/20/21 11:35,IP Address,*******,100,336,TRUE,12/20/21 11:35,R_2aRW0636yXwnPxK,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fe3a34f7f4d5e48ad56af2,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,2,3,0,,,,,,,,,,,,,,60fe3a34f7f4d5e48ad56af2,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cbaaf6980075a619ad26,Drol,Stab_Loss_2
12/20/21 11:33,12/20/21 11:35,IP Address,*******,100,131,TRUE,12/20/21 11:35,R_3dGsmZcIX36U1Lb,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5ddb58c61f179ea91098c6c1,,,,,,,,,,,,,,,3,1,1,-3,-3,-3,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I didn't have any issues.,5ddb58c61f179ea91098c6c1,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cc83ed60de15b8c6e118,Chapagite,Prop_No_Loss
12/20/21 11:34,12/20/21 11:35,IP Address,*******,100,83,TRUE,12/20/21 11:35,R_2Y6dUYvLNtcq1C0,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5fc7a6aaa7646c0009521161,,,,,,,,3,3,3,-3,-3,-3,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fc7a6aaa7646c0009521161,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0ccb5be65e760dc21bd22,Bricofly,Prop_No_Loss
12/20/21 11:33,12/20/21 11:36,IP Address,*******,100,124,TRUE,12/20/21 11:36,R_yr9KjEVv6G91NyF,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f8e2a9201810e1f2b9f63a2,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,-2,-3,-2,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f8e2a9201810e1f2b9f63a2,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cc701ced89f2851f8244,Drol,Prop_Loss_2
12/20/21 11:34,12/20/21 11:36,IP Address,*******,100,100,TRUE,12/20/21 11:36,R_2nHOux9UHmtVJfj,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,558cdd7efdf99b0f1cc5f4c1,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,none,558cdd7efdf99b0f1cc5f4c1,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cca28ded7a97885d2456,Drol,Stab_Loss_2
12/20/21 11:33,12/20/21 11:36,IP Address,*******,100,141,TRUE,12/20/21 11:36,R_zeg5CXhoDcVfsDT,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,615265786ba8c6903980d4ff,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,3,-1,-1,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615265786ba8c6903980d4ff,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0cc82d733e236f797148a,Bricofly,Prop_Loss_1
12/20/21 11:30,12/20/21 11:36,IP Address,*******,100,319,TRUE,12/20/21 11:36,R_QhwEIAThdUAepuV,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f456942485340144549178e,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,-2,-2,-3,-3,-3,,,,,,,,,,,,,,,,,,,,5f456942485340144549178e,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cbd906d9820b88380131,Chapagite,Stab_Loss_1
12/20/21 11:33,12/20/21 11:36,IP Address,*******,100,165,TRUE,12/20/21 11:36,R_RwU5arGLT9pqkSJ,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,613589ac6333693e1927fa76,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,-2,0,-2,1,0,,613589ac6333693e1927fa76,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cc714131848e0204acb6,Chapagite,Stab_Loss_2
12/20/21 11:33,12/20/21 11:36,IP Address,*******,100,138,TRUE,12/20/21 11:36,R_0P8ykdOtJp8v8d3,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,61074ae762b0186a302f1028,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,3,3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61074ae762b0186a302f1028,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0cc8fd8712d2f65528bc7,Bricofly,Prop_Loss_2
12/20/21 11:33,12/20/21 11:36,IP Address,*******,100,191,TRUE,12/20/21 11:36,R_RmhAC9YzsPWD6Zb,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5fc9c70b3d3a281f3c81848c,,,,,,,,,,,,,,,1,1,1,-3,-3,-3,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fc9c70b3d3a281f3c81848c,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cc64b6aa21e8463cdb23,Chapagite,Prop_No_Loss
12/20/21 11:31,12/20/21 11:36,IP Address,*******,100,307,TRUE,12/20/21 11:36,R_2VmYX4fee2tskvR,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d7e5e9b377dc300014335de,,,,,,,Drol,,,,,,,,,,,,,,,2,3,3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,5d7e5e9b377dc300014335de,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cbf922af1fb54815c0be,Drol,Prop_Loss_1
12/20/21 11:34,12/20/21 11:36,IP Address,*******,100,106,TRUE,12/20/21 11:36,R_PXQysJVjEHghTFf,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60ff1e23b678cfde3cb24dbe,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,2,2,2,,,,,,,,,,,,,,,,,,,,60ff1e23b678cfde3cb24dbe,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0ccc72cf7ea8ddbe29392,Chapagite,Stab_Loss_1
12/20/21 11:34,12/20/21 11:36,IP Address,*******,100,130,TRUE,12/20/21 11:36,R_3J4LfSH4dYPz7YT,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fdb491fed04550de2a2068,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,2,-1,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60fdb491fed04550de2a2068,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0ccb2a4c34b0e23e044cc,Bricofly,Prop_Loss_2
12/20/21 11:34,12/20/21 11:36,IP Address,*******,100,125,TRUE,12/20/21 11:36,R_2rTlRGUhiorDG9z,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e433ee571d7421d7e44d259,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,3,3,3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,5e433ee571d7421d7e44d259,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0ccb9ee7b79a39601ba9e,Chapagite,Prop_Loss_1
12/20/21 11:34,12/20/21 11:36,IP Address,*******,100,121,TRUE,12/20/21 11:36,R_3jYCYFMN3AQGw7Q,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6148dc3549155e9222aee13b,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,-2,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6148dc3549155e9222aee13b,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0ccc9270967de1f2f8e30,Drol,Stab_No_Loss
12/20/21 11:35,12/20/21 11:36,IP Address,*******,100,61,TRUE,12/20/21 11:36,R_3qIDjBfM3ZBPeXv,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fe12b7c9174831176dfe1c,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60fe12b7c9174831176dfe1c,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cd058223d91c829c925a,Bricofly,Stab_No_Loss
12/20/21 11:34,12/20/21 11:37,IP Address,*******,100,137,TRUE,12/20/21 11:37,R_30diJgg7B4X8bFa,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5c1afa2037dd01000114f09d,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,-2,-2,-2,,,,,,,N/A,5c1afa2037dd01000114f09d,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0ccc3d17363ea42032b63,Bricofly,Stab_Loss_2
12/20/21 11:35,12/20/21 11:37,IP Address,*******,100,92,TRUE,12/20/21 11:37,R_s4Er6kw3RQmiWad,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60cf3c8ed9f0c2b149342756,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,-3,-3,-3,,,,,,,,,,,,,,60cf3c8ed9f0c2b149342756,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0ccf122aabfefde5a88bb,Drol,Stab_Loss_2
12/20/21 11:35,12/20/21 11:37,IP Address,*******,100,115,TRUE,12/20/21 11:37,R_2dsxD61G6z35eBr,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60867728bc9f530e7afdd83a,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,3,3,2,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,60867728bc9f530e7afdd83a,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cce207853d71c4c2ba44,Bricofly,Prop_Loss_1
12/20/21 11:35,12/20/21 11:37,IP Address,*******,100,132,TRUE,12/20/21 11:37,R_2uUiWcBBPzdOmIv,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6079ba5a05d72de699c90891,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Processing the information all at once. What I mean is that even though the mushroom had a bumpy stem regardless of the soil, It took me two times to realize that.",6079ba5a05d72de699c90891,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0ccd39ff297d70111fa05,Drol,Prop_Loss_2
12/20/21 11:34,12/20/21 11:37,IP Address,*******,100,162,TRUE,12/20/21 11:37,R_8wSXKcLSsQgXAhr,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6111c4865701e1ba367af3e3,,,,,,,,3,2,2,-3,-3,-3,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6111c4865701e1ba367af3e3,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0ccb6a457a91a507343f0,Bricofly,Prop_No_Loss
12/20/21 11:34,12/20/21 11:37,IP Address,*******,100,143,TRUE,12/20/21 11:37,R_3n6GjvzQ6Ft10Gl,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,614f2de48a5fdf9347f1cd4e,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,1,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,614f2de48a5fdf9347f1cd4e,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0ccc8a514123bc7dbbab9,Chapagite,Prop_Loss_2
12/20/21 11:34,12/20/21 11:37,IP Address,*******,100,153,TRUE,12/20/21 11:37,R_3ps43yWkj2cDH5b,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e837e917441520b9c662931,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,-3,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e837e917441520b9c662931,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0ccc0ee7b79a39601baa0,Drol,Stab_No_Loss
12/20/21 11:33,12/20/21 11:37,IP Address,*******,100,207,TRUE,12/20/21 11:37,R_2AMeq6IX5LxdnR1,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5b9ec956c8a17f000171f7ad,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,2,-3,1,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b9ec956c8a17f000171f7ad,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0cc865f3399b92a97c52a,Drol,Stab_Loss_1
12/20/21 11:27,12/20/21 11:37,IP Address,*******,100,576,TRUE,12/20/21 11:37,R_3M3Ts96Tao31njx,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6171d2b0ae7e0be7a74fb83e,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,-1,-1,1,1,2,Na,6171d2b0ae7e0be7a74fb83e,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cb1243c63b32fcc28a57,Chapagite,Stab_Loss_2
12/20/21 11:34,12/20/21 11:37,IP Address,*******,100,156,TRUE,12/20/21 11:37,R_116Dp6wqVChJs4H,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6100489a9ac28a5218238157,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,-3,-3,-3,,,,,,,,,,,,,,6100489a9ac28a5218238157,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0ccc1224381a8a1a12208,Drol,Stab_Loss_2
12/20/21 11:33,12/20/21 11:37,IP Address,*******,100,218,TRUE,12/20/21 11:37,R_ehw8PahAM1cKcBr,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6101151ea206210140711990,,,,,,,Drol,,,,,,,,,,,,,,,3,3,2,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6101151ea206210140711990,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cc87be65e760dc21bd1d,Drol,Prop_Loss_1
12/20/21 11:35,12/20/21 11:37,IP Address,*******,100,142,TRUE,12/20/21 11:37,R_29j0jsHgp6ck88s,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5cc8f511f24f6c001c1692a9,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5cc8f511f24f6c001c1692a9,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0ccb39e9b22a4ea28aafe,Drol,Stab_Loss_1
12/20/21 11:35,12/20/21 11:37,IP Address,*******,100,145,TRUE,12/20/21 11:37,R_2uNEzep8OuUXK52,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fcbba806afe9a0f91e2c3d,3,3,3,-3,-3,-3,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60fcbba806afe9a0f91e2c3d,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0ccd943c63b32fcc28a7e,Drol,Prop_No_Loss
12/20/21 11:35,12/20/21 11:37,IP Address,*******,100,132,TRUE,12/20/21 11:37,R_2VPUPAtmoRqyuun,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,612e8370912085e7d6783063,,,,,,,Drol,,,,,,,,,,,,,,,1,2,2,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,612e8370912085e7d6783063,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cce80c41902fcf9884c2,Drol,Prop_Loss_1
12/20/21 11:35,12/20/21 11:37,IP Address,*******,100,107,TRUE,12/20/21 11:37,R_XFbRioZyfwehgWd,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5db4b0ec43b4e1000ba773a4,,,,,,,,,,,,,,,3,3,3,-3,-3,-3,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5db4b0ec43b4e1000ba773a4,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0cd09123bb8318a08774d,Chapagite,Prop_No_Loss
12/20/21 11:36,12/20/21 11:37,IP Address,*******,100,100,TRUE,12/20/21 11:37,R_1OrXJr151H4pDP6,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5623f187ed6e5a0011c81083,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,-3,-3,-3,,,,,,,,5623f187ed6e5a0011c81083,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0cd11be3cf901db86bee8,Bricofly,Stab_Loss_2
12/20/21 11:34,12/20/21 11:37,IP Address,*******,100,198,TRUE,12/20/21 11:37,R_1Kygp4LA7aCTd1O,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e4c21f770e1ed0849f9a7d0,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,Nothing was confusing or difficult.  Thanks for the opportunity - no typos noted.,5e4c21f770e1ed0849f9a7d0,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0ccaf6cac015200f29f26,Bricofly,Stab_Loss_1
12/20/21 11:35,12/20/21 11:37,IP Address,*******,100,112,TRUE,12/20/21 11:37,R_2dElFJ0tsr2puIQ,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,612d890c774262d7afe06380,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,612d890c774262d7afe06380,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0cd062e0808ba1e42a1c1,Bricofly,Stab_Loss_1
